url,min
https://www.youtube.com/watch?v=jnQr-PuFxZM,0
https://www.youtube.com/watch?v=g1dlldugZ7Y,0
https://www.youtube.com/watch?v=tLZjL-dMH_g,0
https://www.youtube.com/watch?v=P3XGtC2tg38,0
https://www.youtube.com/watch?v=fAM-llmD7ZY,0
https://www.youtube.com/watch?v=FurvI1fea78,0
https://www.youtube.com/watch?v=09hwSS2vnQE,0
https://www.youtube.com/watch?v=mslNQske1_k,0
https://www.youtube.com/watch?v=bSXE3IIYgj4,0
https://www.youtube.com/watch?v=D-6bos_17e4,0
https://www.youtube.com/watch?v=AQW57Ii8vRY,0
https://www.youtube.com/watch?v=bOUSESgORbw,0
https://www.youtube.com/watch?v=rU1FX9nvJ7A,0
https://www.youtube.com/watch?v=OSa2NBaFbZk,0
https://www.youtube.com/watch?v=t4j8JWKGjVY,0
https://www.youtube.com/watch?v=VvCYzHX_OZc,0
https://www.youtube.com/watch?v=-EAS2pWyAZU,1
https://www.youtube.com/watch?v=hxOApe1P9dM,2
https://www.youtube.com/watch?v=lTxn2BuqyzU,2
https://www.youtube.com/watch?v=c5YdpZjW-dc,2
https://www.youtube.com/watch?v=V98hk-1ZaYU,3
https://www.youtube.com/watch?v=ml4hh5Id8HM,3
https://www.youtube.com/watch?v=CpXlvLOyBVI,4
